fips,admin2,province_state,country_region,last_update,latitude,longitude,confirmed,deaths,recovered,active,combined_key
20113,McPherson,Kansas,US,2020-03-30T22:52:00,38.392,-97.648,3,0,0,0,"McPherson, Kansas, US"
31117,McPherson,Nebraska,US,2020-03-30T22:52:00,41.568,-101.06,0,0,0,0,"McPherson, Nebraska, US"
46089,McPherson,South Dakota,US,2020-03-30T22:52:00,45.766,-99.221,0,0,0,0,"McPherson, South Dakota, US"
20119,Meade,Kansas,US,2020-03-30T22:52:00,37.239,-100.365,0,0,0,0,"Meade, Kansas, US"
21163,Meade,Kentucky,US,2020-03-30T22:52:00,37.962,-86.21,0,0,0,0,"Meade, Kentucky, US"
46093,Meade,South Dakota,US,2020-03-30T22:52:00,44.567,-102.716,1,0,0,0,"Meade, South Dakota, US"
30059,Meagher,Montana,US,2020-03-30T22:52:00,46.599,-110.89,1,0,0,0,"Meagher, Montana, US"
37119,Mecklenburg,North Carolina,US,2020-03-30T22:52:00,35.245,-80.832,382,1,0,0,"Mecklenburg, North Carolina, US"
51117,Mecklenburg,Virginia,US,2020-03-30T22:52:00,36.679,-78.361,4,0,0,0,"Mecklenburg, Virginia, US"
26107,Mecosta,Michigan,US,2020-03-30T22:52:00,43.641,-85.325,2,1,0,0,"Mecosta, Michigan, US"
39103,Medina,Ohio,US,2020-03-30T22:52:00,41.118,-81.9,48,1,0,0,"Medina, Ohio, US"
48325,Medina,Texas,US,2020-03-30T22:52:00,29.356,-99.11,3,0,0,0,"Medina, Texas, US"
27093,Meeker,Minnesota,US,2020-03-30T22:52:00,45.123,-94.528,1,0,0,0,"Meeker, Minnesota, US"
39105,Meigs,Ohio,US,2020-03-30T22:52:00,39.092,-82.031,0,0,0,0,"Meigs, Ohio, US"
47121,Meigs,Tennessee,US,2020-03-30T22:52:00,35.516,-84.815,1,0,0,0,"Meigs, Tennessee, US"
46095,Mellette,South Dakota,US,2020-03-30T22:52:00,43.581,-100.756,0,0,0,0,"Mellette, South Dakota, US"
17129,Menard,Illinois,US,2020-03-30T22:52:00,40.027,-89.802,1,0,0,0,"Menard, Illinois, US"
48327,Menard,Texas,US,2020-03-30T22:52:00,30.89,-99.82,0,0,0,0,"Menard, Texas, US"
06045,Mendocino,California,US,2020-03-30T22:52:00,39.438,-123.391,4,0,0,0,"Mendocino, California, US"
21165,Menifee,Kentucky,US,2020-03-30T22:52:00,37.941,-83.6,2,0,0,0,"Menifee, Kentucky, US"
26109,Menominee,Michigan,US,2020-03-30T22:52:00,45.58,-87.554,0,0,0,0,"Menominee, Michigan, US"
55078,Menominee,Wisconsin,US,2020-03-30T22:52:00,45.004,-88.71,0,0,0,0,"Menominee, Wisconsin, US"
06047,Merced,California,US,2020-03-30T22:52:00,37.189,-120.721,9,0,0,0,"Merced, California, US"
17131,Mercer,Illinois,US,2020-03-30T22:52:00,41.206,-90.743,0,0,0,0,"Mercer, Illinois, US"
21167,Mercer,Kentucky,US,2020-03-30T22:52:00,37.815,-84.875,2,0,0,0,"Mercer, Kentucky, US"
29129,Mercer,Missouri,US,2020-03-30T22:52:00,40.422,-93.568,0,0,0,0,"Mercer, Missouri, US"
34021,Mercer,New Jersey,US,2020-03-30T22:52:00,40.28,-74.705,249,0,0,0,"Mercer, New Jersey, US"
38057,Mercer,North Dakota,US,2020-03-30T22:52:00,47.312,-101.832,0,0,0,0,"Mercer, North Dakota, US"
39107,Mercer,Ohio,US,2020-03-30T22:52:00,40.54,-84.629,2,0,0,0,"Mercer, Ohio, US"
42085,Mercer,Pennsylvania,US,2020-03-30T22:52:00,41.302,-80.258,7,0,0,0,"Mercer, Pennsylvania, US"
54055,Mercer,West Virginia,US,2020-03-30T22:52:00,37.405,-81.11,2,0,0,0,"Mercer, West Virginia, US"
13199,Meriwether,Georgia,US,2020-03-30T22:52:00,33.042,-84.689,6,0,0,0,"Meriwether, Georgia, US"
31121,Merrick,Nebraska,US,2020-03-30T22:52:00,41.166,-98.037,0,0,0,0,"Merrick, Nebraska, US"
33013,Merrimack,New Hampshire,US,2020-03-30T22:52:00,43.297,-71.681,18,0,0,0,"Merrimack, New Hampshire, US"
08077,Mesa,Colorado,US,2020-03-30T22:52:00,39.018,-108.47,12,0,0,0,"Mesa, Colorado, US"
21169,Metcalfe,Kentucky,US,2020-03-30T22:52:00,36.995,-85.631,0,0,0,0,"Metcalfe, Kentucky, US"
18103,Miami,Indiana,US,2020-03-30T22:52:00,40.769,-86.045,3,0,0,0,"Miami, Indiana, US"
20121,Miami,Kansas,US,2020-03-30T22:52:00,38.564,-94.838,0,0,0,0,"Miami, Kansas, US"
39109,Miami,Ohio,US,2020-03-30T22:52:00,40.054,-84.229,46,5,0,0,"Miami, Ohio, US"
12086,Miami-Dade,Florida,US,2020-03-30T22:52:00,25.611,-80.552,1632,3,0,0,"Miami-Dade, Florida, US"
09007,Middlesex,Connecticut,US,2020-03-30T22:52:00,41.459,-72.537,50,1,0,0,"Middlesex, Connecticut, US"
25017,Middlesex,Massachusetts,US,2020-03-30T22:52:00,42.467,-71.287,1141,8,0,0,"Middlesex, Massachusetts, US"
34023,Middlesex,New Jersey,US,2020-03-30T22:52:00,40.436,-74.414,1123,12,0,0,"Middlesex, New Jersey, US"
51119,Middlesex,Virginia,US,2020-03-30T22:52:00,37.632,-76.551,0,0,0,0,"Middlesex, Virginia, US"
26111,Midland,Michigan,US,2020-03-30T22:52:00,43.643,-84.388,9,0,0,0,"Midland, Michigan, US"
48329,Midland,Texas,US,2020-03-30T22:52:00,31.869,-102.032,13,1,0,0,"Midland, Texas, US"
42087,Mifflin,Pennsylvania,US,2020-03-30T22:52:00,40.611,-77.611,1,0,0,0,"Mifflin, Pennsylvania, US"
48331,Milam,Texas,US,2020-03-30T22:52:00,30.786,-96.977,2,0,0,0,"Milam, Texas, US"
49027,Millard,Utah,US,2020-03-30T22:52:00,39.073,-113.102,0,0,0,0,"Millard, Utah, US"
27095,Mille Lacs,Minnesota,US,2020-03-30T22:52:00,45.937,-93.632,0,0,0,0,"Mille Lacs, Minnesota, US"
05091,Miller,Arkansas,US,2020-03-30T22:52:00,33.314,-93.893,0,0,0,0,"Miller, Arkansas, US"
13201,Miller,Georgia,US,2020-03-30T22:52:00,31.166,-84.732,4,0,0,0,"Miller, Georgia, US"
29131,Miller,Missouri,US,2020-03-30T22:52:00,38.215,-92.426,0,0,0,0,"Miller, Missouri, US"
19129,Mills,Iowa,US,2020-03-30T22:52:00,41.033,-95.619,0,0,0,0,"Mills, Iowa, US"
48333,Mills,Texas,US,2020-03-30T22:52:00,31.496,-98.593,0,0,0,0,"Mills, Texas, US"
55079,Milwaukee,Wisconsin,US,2020-03-30T22:52:00,43.005,-87.967,617,10,0,0,"Milwaukee, Wisconsin, US"
46097,Miner,South Dakota,US,2020-03-30T22:52:00,44.022,-97.61,0,0,0,0,"Miner, South Dakota, US"
08079,Mineral,Colorado,US,2020-03-30T22:52:00,37.67,-106.928,1,0,0,0,"Mineral, Colorado, US"
30061,Mineral,Montana,US,2020-03-30T22:52:00,47.153,-115.002,0,0,0,0,"Mineral, Montana, US"
32021,Mineral,Nevada,US,2020-03-30T22:52:00,38.538,-118.434,0,0,0,0,"Mineral, Nevada, US"
54057,Mineral,West Virginia,US,2020-03-30T22:52:00,39.416,-78.941,0,0,0,0,"Mineral, West Virginia, US"
54059,Mingo,West Virginia,US,2020-03-30T22:52:00,37.73,-82.133,0,0,0,0,"Mingo, West Virginia, US"
16067,Minidoka,Idaho,US,2020-03-30T22:52:00,42.855,-113.636,0,0,0,0,"Minidoka, Idaho, US"
46099,Minnehaha,South Dakota,US,2020-03-30T22:52:00,43.674,-96.791,28,0,0,0,"Minnehaha, South Dakota, US"
26113,Missaukee,Michigan,US,2020-03-30T22:52:00,44.338,-85.093,1,1,0,0,"Missaukee, Michigan, US"
05093,Mississippi,Arkansas,US,2020-03-30T22:52:00,35.763,-90.052,0,0,0,0,"Mississippi, Arkansas, US"
29133,Mississippi,Missouri,US,2020-03-30T22:52:00,36.825,-89.295,0,0,0,0,"Mississippi, Missouri, US"
30063,Missoula,Montana,US,2020-03-30T22:52:00,47.037,-113.921,12,0,0,0,"Missoula, Montana, US"
13205,Mitchell,Georgia,US,2020-03-30T22:52:00,31.225,-84.194,15,0,0,0,"Mitchell, Georgia, US"
19131,Mitchell,Iowa,US,2020-03-30T22:52:00,43.356,-92.789,0,0,0,0,"Mitchell, Iowa, US"
20123,Mitchell,Kansas,US,2020-03-30T22:52:00,39.393,-98.209,2,0,0,0,"Mitchell, Kansas, US"
37121,Mitchell,North Carolina,US,2020-03-30T22:52:00,36.011,-82.158,1,0,0,0,"Mitchell, North Carolina, US"
48335,Mitchell,Texas,US,2020-03-30T22:52:00,32.306,-100.921,0,0,0,0,"Mitchell, Texas, US"
01097,Mobile,Alabama,US,2020-03-30T22:52:00,30.785,-88.208,44,1,0,0,"Mobile, Alabama, US"
06049,Modoc,California,US,2020-03-30T22:52:00,41.59,-120.724,0,0,0,0,"Modoc, California, US"
08081,Moffat,Colorado,US,2020-03-30T22:52:00,40.618,-108.207,2,0,0,0,"Moffat, Colorado, US"
04015,Mohave,Arizona,US,2020-03-30T22:52:00,35.705,-113.758,7,0,0,0,"Mohave, Arizona, US"
29135,Moniteau,Missouri,US,2020-03-30T22:52:00,38.636,-92.58,2,0,0,0,"Moniteau, Missouri, US"
34025,Monmouth,New Jersey,US,2020-03-30T22:52:00,40.265,-74.222,1030,8,0,0,"Monmouth, New Jersey, US"
06051,Mono,California,US,2020-03-30T22:52:00,37.939,-118.887,13,0,0,0,"Mono, California, US"
19133,Monona,Iowa,US,2020-03-30T22:52:00,42.052,-95.957,5,0,0,0,"Monona, Iowa, US"
54061,Monongalia,West Virginia,US,2020-03-30T22:52:00,39.632,-80.048,31,0,0,0,"Monongalia, West Virginia, US"
01099,Monroe,Alabama,US,2020-03-30T22:52:00,31.567,-87.37,1,0,0,0,"Monroe, Alabama, US"
05095,Monroe,Arkansas,US,2020-03-30T22:52:00,34.682,-91.205,0,0,0,0,"Monroe, Arkansas, US"
12087,Monroe,Florida,US,2020-03-30T22:52:00,25.209,-81.078,24,0,0,0,"Monroe, Florida, US"
13207,Monroe,Georgia,US,2020-03-30T22:52:00,33.014,-83.921,3,0,0,0,"Monroe, Georgia, US"
17133,Monroe,Illinois,US,2020-03-30T22:52:00,38.276,-90.178,3,0,0,0,"Monroe, Illinois, US"
18105,Monroe,Indiana,US,2020-03-30T22:52:00,39.161,-86.524,26,0,0,0,"Monroe, Indiana, US"
19135,Monroe,Iowa,US,2020-03-30T22:52:00,41.03,-92.869,0,0,0,0,"Monroe, Iowa, US"
21171,Monroe,Kentucky,US,2020-03-30T22:52:00,36.712,-85.716,0,0,0,0,"Monroe, Kentucky, US"
26115,Monroe,Michigan,US,2020-03-30T22:52:00,41.927,-83.537,45,0,0,0,"Monroe, Michigan, US"
28095,Monroe,Mississippi,US,2020-03-30T22:52:00,33.892,-88.481,5,0,0,0,"Monroe, Mississippi, US"
29137,Monroe,Missouri,US,2020-03-30T22:52:00,39.496,-92.0,0,0,0,0,"Monroe, Missouri, US"
36055,Monroe,New York,US,2020-03-30T22:52:00,43.146,-77.693,246,6,0,0,"Monroe, New York, US"
39111,Monroe,Ohio,US,2020-03-30T22:52:00,39.73,-81.085,0,0,0,0,"Monroe, Ohio, US"
42089,Monroe,Pennsylvania,US,2020-03-30T22:52:00,41.059,-75.34,182,7,0,0,"Monroe, Pennsylvania, US"
47123,Monroe,Tennessee,US,2020-03-30T22:52:00,35.446,-84.249,3,0,0,0,"Monroe, Tennessee, US"
54063,Monroe,West Virginia,US,2020-03-30T22:52:00,37.563,-80.546,0,0,0,0,"Monroe, West Virginia, US"
55081,Monroe,Wisconsin,US,2020-03-30T22:52:00,43.946,-90.619,1,0,0,0,"Monroe, Wisconsin, US"
48337,Montague,Texas,US,2020-03-30T22:52:00,33.675,-97.725,1,0,0,0,"Montague, Texas, US"
26117,Montcalm,Michigan,US,2020-03-30T22:52:00,43.311,-85.153,4,0,0,0,"Montcalm, Michigan, US"
06053,Monterey,California,US,2020-03-30T22:52:00,36.219,-121.241,36,1,0,0,"Monterey, California, US"
08083,Montezuma,Colorado,US,2020-03-30T22:52:00,37.339,-108.596,1,0,0,0,"Montezuma, Colorado, US"
01101,Montgomery,Alabama,US,2020-03-30T22:52:00,32.221,-86.21,22,0,0,0,"Montgomery, Alabama, US"
05097,Montgomery,Arkansas,US,2020-03-30T22:52:00,34.537,-93.658,0,0,0,0,"Montgomery, Arkansas, US"
13209,Montgomery,Georgia,US,2020-03-30T22:52:00,32.172,-82.535,0,0,0,0,"Montgomery, Georgia, US"
17135,Montgomery,Illinois,US,2020-03-30T22:52:00,39.232,-89.478,1,0,0,0,"Montgomery, Illinois, US"
18107,Montgomery,Indiana,US,2020-03-30T22:52:00,40.04,-86.893,6,0,0,0,"Montgomery, Indiana, US"
19137,Montgomery,Iowa,US,2020-03-30T22:52:00,41.03,-95.156,1,0,0,0,"Montgomery, Iowa, US"
20125,Montgomery,Kansas,US,2020-03-30T22:52:00,37.192,-95.743,4,0,0,0,"Montgomery, Kansas, US"
21173,Montgomery,Kentucky,US,2020-03-30T22:52:00,38.033,-83.915,2,0,0,0,"Montgomery, Kentucky, US"
24031,Montgomery,Maryland,US,2020-03-30T22:52:00,39.155,-77.24,341,1,0,0,"Montgomery, Maryland, US"
28097,Montgomery,Mississippi,US,2020-03-30T22:52:00,33.494,-89.617,6,0,0,0,"Montgomery, Mississippi, US"
29139,Montgomery,Missouri,US,2020-03-30T22:52:00,38.94,-91.47,2,0,0,0,"Montgomery, Missouri, US"
36057,Montgomery,New York,US,2020-03-30T22:52:00,42.901,-74.44,6,0,0,0,"Montgomery, New York, US"
37123,Montgomery,North Carolina,US,2020-03-30T22:52:00,35.332,-79.904,3,0,0,0,"Montgomery, North Carolina, US"
39113,Montgomery,Ohio,US,2020-03-30T22:52:00,39.754,-84.291,31,1,0,0,"Montgomery, Ohio, US"
42091,Montgomery,Pennsylvania,US,2020-03-30T22:52:00,40.229,-75.388,540,5,0,0,"Montgomery, Pennsylvania, US"
47125,Montgomery,Tennessee,US,2020-03-30T22:52:00,36.496,-87.386,13,0,0,0,"Montgomery, Tennessee, US"
48339,Montgomery,Texas,US,2020-03-30T22:52:00,30.321,-95.478,81,0,0,0,"Montgomery, Texas, US"
51121,Montgomery,Virginia,US,2020-03-30T22:52:00,37.177,-80.379,1,0,0,0,"Montgomery, Virginia, US"
26119,Montmorency,Michigan,US,2020-03-30T22:52:00,45.028,-84.127,0,0,0,0,"Montmorency, Michigan, US"
42093,Montour,Pennsylvania,US,2020-03-30T22:52:00,41.03,-76.663,10,0,0,0,"Montour, Pennsylvania, US"
08085,Montrose,Colorado,US,2020-03-30T22:52:00,38.402,-108.264,8,0,0,0,"Montrose, Colorado, US"
46101,Moody,South Dakota,US,2020-03-30T22:52:00,44.023,-96.671,0,0,0,0,"Moody, South Dakota, US"
37125,Moore,North Carolina,US,2020-03-30T22:52:00,35.309,-79.485,8,0,0,0,"Moore, North Carolina, US"
47127,Moore,Tennessee,US,2020-03-30T22:52:00,35.277,-86.362,0,0,0,0,"Moore, Tennessee, US"
48341,Moore,Texas,US,2020-03-30T22:52:00,35.838,-101.893,1,0,0,0,"Moore, Texas, US"
35033,Mora,New Mexico,US,2020-03-30T22:52:00,36.011,-104.95,0,0,0,0,"Mora, New Mexico, US"
22067,Morehouse,Louisiana,US,2020-03-30T22:52:00,32.817,-91.804,2,0,0,0,"Morehouse, Louisiana, US"
01103,Morgan,Alabama,US,2020-03-30T22:52:00,34.455,-86.855,17,0,0,0,"Morgan, Alabama, US"
08087,Morgan,Colorado,US,2020-03-30T22:52:00,40.263,-103.809,5,0,0,0,"Morgan, Colorado, US"
13211,Morgan,Georgia,US,2020-03-30T22:52:00,33.592,-83.491,1,0,0,0,"Morgan, Georgia, US"
17137,Morgan,Illinois,US,2020-03-30T22:52:00,39.717,-90.203,4,0,0,0,"Morgan, Illinois, US"
18109,Morgan,Indiana,US,2020-03-30T22:52:00,39.479,-86.446,23,1,0,0,"Morgan, Indiana, US"
21175,Morgan,Kentucky,US,2020-03-30T22:52:00,37.925,-83.256,0,0,0,0,"Morgan, Kentucky, US"
29141,Morgan,Missouri,US,2020-03-30T22:52:00,38.418,-92.888,1,0,0,0,"Morgan, Missouri, US"
39115,Morgan,Ohio,US,2020-03-30T22:52:00,39.621,-81.853,0,0,0,0,"Morgan, Ohio, US"
47129,Morgan,Tennessee,US,2020-03-30T22:52:00,36.132,-84.649,1,0,0,0,"Morgan, Tennessee, US"
49029,Morgan,Utah,US,2020-03-30T22:52:00,41.088,-111.573,0,0,0,0,"Morgan, Utah, US"
54065,Morgan,West Virginia,US,2020-03-30T22:52:00,39.554,-78.263,1,0,0,0,"Morgan, West Virginia, US"
31123,Morrill,Nebraska,US,2020-03-30T22:52:00,41.717,-103.006,0,0,0,0,"Morrill, Nebraska, US"
20127,Morris,Kansas,US,2020-03-30T22:52:00,38.688,-96.651,2,0,0,0,"Morris, Kansas, US"
34027,Morris,New Jersey,US,2020-03-30T22:52:00,40.861,-74.546,720,8,0,0,"Morris, New Jersey, US"
48343,Morris,Texas,US,2020-03-30T22:52:00,33.113,-94.733,1,0,0,0,"Morris, Texas, US"
27097,Morrison,Minnesota,US,2020-03-30T22:52:00,46.013,-94.273,0,0,0,0,"Morrison, Minnesota, US"
39117,Morrow,Ohio,US,2020-03-30T22:52:00,40.524,-82.789,0,0,0,0,"Morrow, Ohio, US"
41049,Morrow,Oregon,US,2020-03-30T22:52:00,45.418,-119.585,1,0,0,0,"Morrow, Oregon, US"
20129,Morton,Kansas,US,2020-03-30T22:52:00,37.191,-101.799,0,0,0,0,"Morton, Kansas, US"
38059,Morton,North Dakota,US,2020-03-30T22:52:00,46.717,-101.282,14,0,0,0,"Morton, North Dakota, US"
48345,Motley,Texas,US,2020-03-30T22:52:00,34.074,-100.78,0,0,0,0,"Motley, Texas, US"
17139,Moultrie,Illinois,US,2020-03-30T22:52:00,39.642,-88.621,0,0,0,0,"Moultrie, Illinois, US"
38061,Mountrail,North Dakota,US,2020-03-30T22:52:00,48.202,-102.356,4,0,0,0,"Mountrail, North Dakota, US"
27099,Mower,Minnesota,US,2020-03-30T22:52:00,43.671,-92.752,12,0,0,0,"Mower, Minnesota, US"
21177,Muhlenberg,Kentucky,US,2020-03-30T22:52:00,37.214,-87.146,7,0,0,0,"Muhlenberg, Kentucky, US"
41051,Multnomah,Oregon,US,2020-03-30T22:52:00,45.547,-122.417,100,2,0,0,"Multnomah, Oregon, US"
13213,Murray,Georgia,US,2020-03-30T22:52:00,34.789,-84.75,3,0,0,0,"Murray, Georgia, US"
27101,Murray,Minnesota,US,2020-03-30T22:52:00,44.022,-95.763,0,0,0,0,"Murray, Minnesota, US"
40099,Murray,Oklahoma,US,2020-03-30T22:52:00,34.481,-97.068,0,0,0,0,"Murray, Oklahoma, US"
19139,Muscatine,Iowa,US,2020-03-30T22:52:00,41.484,-91.112,13,0,0,0,"Muscatine, Iowa, US"
13215,Muscogee,Georgia,US,2020-03-30T22:52:00,32.509,-84.871,12,0,0,0,"Muscogee, Georgia, US"
26121,Muskegon,Michigan,US,2020-03-30T22:52:00,43.291,-86.152,18,2,0,0,"Muskegon, Michigan, US"
39119,Muskingum,Ohio,US,2020-03-30T22:52:00,39.966,-81.944,2,0,0,0,"Muskingum, Ohio, US"
40101,Muskogee,Oklahoma,US,2020-03-30T22:52:00,35.613,-95.378,7,0,0,0,"Muskogee, Oklahoma, US"
30065,Musselshell,Montana,US,2020-03-30T22:52:00,46.497,-108.395,0,0,0,0,"Musselshell, Montana, US"
48347,Nacogdoches,Texas,US,2020-03-30T22:52:00,31.62,-94.618,2,0,0,0,"Nacogdoches, Texas, US"
31125,Nance,Nebraska,US,2020-03-30T22:52:00,41.398,-97.993,0,0,0,0,"Nance, Nebraska, US"
25019,Nantucket,Massachusetts,US,2020-03-30T22:52:00,41.294,-70.088,0,0,0,0,"Nantucket, Massachusetts, US"
06055,Napa,California,US,2020-03-30T22:52:00,38.507,-122.333,14,0,0,0,"Napa, California, US"
37127,Nash,North Carolina,US,2020-03-30T22:52:00,35.966,-77.984,4,0,0,0,"Nash, North Carolina, US"
12089,Nassau,Florida,US,2020-03-30T22:52:00,30.61,-81.803,8,0,0,0,"Nassau, Florida, US"
36059,Nassau,New York,US,2020-03-30T22:52:00,40.655,-73.559,7344,39,0,0,"Nassau, New York, US"
22069,Natchitoches,Louisiana,US,2020-03-30T22:52:00,31.723,-93.098,2,0,0,0,"Natchitoches, Louisiana, US"
56025,Natrona,Wyoming,US,2020-03-30T22:52:00,42.962,-106.798,10,0,0,0,"Natrona, Wyoming, US"
04017,Navajo,Arizona,US,2020-03-30T22:52:00,35.4,-110.322,88,0,0,0,"Navajo, Arizona, US"
48349,Navarro,Texas,US,2020-03-30T22:52:00,32.046,-96.474,3,0,0,0,"Navarro, Texas, US"
21179,Nelson,Kentucky,US,2020-03-30T22:52:00,37.803,-85.466,3,0,0,0,"Nelson, Kentucky, US"
38063,Nelson,North Dakota,US,2020-03-30T22:52:00,47.923,-98.19,0,0,0,0,"Nelson, North Dakota, US"
51125,Nelson,Virginia,US,2020-03-30T22:52:00,37.788,-78.885,2,0,0,0,"Nelson, Virginia, US"
20131,Nemaha,Kansas,US,2020-03-30T22:52:00,39.783,-96.014,0,0,0,0,"Nemaha, Kansas, US"
31127,Nemaha,Nebraska,US,2020-03-30T22:52:00,40.385,-95.854,1,0,0,0,"Nemaha, Nebraska, US"
20133,Neosho,Kansas,US,2020-03-30T22:52:00,37.559,-95.307,1,0,0,0,"Neosho, Kansas, US"
28099,Neshoba,Mississippi,US,2020-03-30T22:52:00,32.753,-89.117,4,0,0,0,"Neshoba, Mississippi, US"
20135,Ness,Kansas,US,2020-03-30T22:52:00,38.48,-99.915,0,0,0,0,"Ness, Kansas, US"
05099,Nevada,Arkansas,US,2020-03-30T22:52:00,33.663,-93.306,1,0,0,0,"Nevada, Arkansas, US"
06057,Nevada,California,US,2020-03-30T22:52:00,39.304,-120.763,17,0,0,0,"Nevada, California, US"
10003,New Castle,Delaware,US,2020-03-30T22:52:00,39.58,-75.641,156,2,0,0,"New Castle, Delaware, US"
37129,New Hanover,North Carolina,US,2020-03-30T22:52:00,34.258,-77.871,27,0,0,0,"New Hanover, North Carolina, US"
09009,New Haven,Connecticut,US,2020-03-30T22:52:00,41.408,-72.936,373,6,0,0,"New Haven, Connecticut, US"
51127,New Kent,Virginia,US,2020-03-30T22:52:00,37.507,-76.998,1,0,0,0,"New Kent, Virginia, US"
09011,New London,Connecticut,US,2020-03-30T22:52:00,41.489,-72.104,24,0,0,0,"New London, Connecticut, US"
29143,New Madrid,Missouri,US,2020-03-30T22:52:00,36.597,-89.661,0,0,0,0,"New Madrid, Missouri, US"
36061,New York City,New York,US,2020-03-30T22:52:00,40.713,-74.006,37453,790,0,0,"New York City, New York, US"
26123,Newaygo,Michigan,US,2020-03-30T22:52:00,43.554,-85.801,1,0,0,0,"Newaygo, Michigan, US"
45071,Newberry,South Carolina,US,2020-03-30T22:52:00,34.286,-81.599,2,0,0,0,"Newberry, South Carolina, US"
44005,Newport,Rhode Island,US,2020-03-30T22:52:00,41.564,-71.266,19,0,0,0,"Newport, Rhode Island, US"
51700,Newport News,Virginia,US,2020-03-30T22:52:00,37.082,-76.518,18,1,0,0,"Newport News, Virginia, US"
05101,Newton,Arkansas,US,2020-03-30T22:52:00,35.919,-93.216,0,0,0,0,"Newton, Arkansas, US"
13217,Newton,Georgia,US,2020-03-30T22:52:00,33.555,-83.845,18,0,0,0,"Newton, Georgia, US"
18111,Newton,Indiana,US,2020-03-30T22:52:00,40.956,-87.396,1,0,0,0,"Newton, Indiana, US"
28101,Newton,Mississippi,US,2020-03-30T22:52:00,32.4,-89.118,1,0,0,0,"Newton, Mississippi, US"
29145,Newton,Missouri,US,2020-03-30T22:52:00,36.905,-94.339,4,0,0,0,"Newton, Missouri, US"
48351,Newton,Texas,US,2020-03-30T22:52:00,30.785,-93.744,0,0,0,0,"Newton, Texas, US"
16069,Nez Perce,Idaho,US,2020-03-30T22:52:00,46.326,-116.75,4,1,0,0,"Nez Perce, Idaho, US"
36063,Niagara,New York,US,2020-03-30T22:52:00,43.199,-78.748,41,0,0,0,"Niagara, New York, US"
21181,Nicholas,Kentucky,US,2020-03-30T22:52:00,38.333,-84.019,1,0,0,0,"Nicholas, Kentucky, US"
54067,Nicholas,West Virginia,US,2020-03-30T22:52:00,38.296,-80.798,0,0,0,0,"Nicholas, West Virginia, US"
27103,Nicollet,Minnesota,US,2020-03-30T22:52:00,44.353,-94.247,3,0,0,0,"Nicollet, Minnesota, US"
56027,Niobrara,Wyoming,US,2020-03-30T22:52:00,43.056,-104.476,0,0,0,0,"Niobrara, Wyoming, US"
18113,Noble,Indiana,US,2020-03-30T22:52:00,41.397,-85.42,2,0,0,0,"Noble, Indiana, US"
39121,Noble,Ohio,US,2020-03-30T22:52:00,39.768,-81.459,0,0,0,0,"Noble, Ohio, US"
40103,Noble,Oklahoma,US,2020-03-30T22:52:00,36.39,-97.229,3,0,0,0,"Noble, Oklahoma, US"
27105,Nobles,Minnesota,US,2020-03-30T22:52:00,43.674,-95.753,0,0,0,0,"Nobles, Minnesota, US"
29147,Nodaway,Missouri,US,2020-03-30T22:52:00,40.361,-94.881,0,0,0,0,"Nodaway, Missouri, US"
48353,Nolan,Texas,US,2020-03-30T22:52:00,32.304,-100.406,0,0,0,0,"Nolan, Texas, US"
02180,Nome,Alaska,US,2020-03-30T22:52:00,64.903,-164.035,0,0,0,0,"Nome, Alaska, US"
25021,Norfolk,Massachusetts,US,2020-03-30T22:52:00,42.177,-71.145,628,10,0,0,"Norfolk, Massachusetts, US"
51710,Norfolk,Virginia,US,2020-03-30T22:52:00,36.899,-76.264,17,0,0,0,"Norfolk, Virginia, US"
27107,Norman,Minnesota,US,2020-03-30T22:52:00,47.326,-96.456,0,0,0,0,"Norman, Minnesota, US"
02185,North Slope,Alaska,US,2020-03-30T22:52:00,69.315,-153.484,0,0,0,0,"North Slope, Alaska, US"
37131,Northampton,North Carolina,US,2020-03-30T22:52:00,36.417,-77.398,26,0,0,0,"Northampton, North Carolina, US"
42095,Northampton,Pennsylvania,US,2020-03-30T22:52:00,40.752,-75.305,184,5,0,0,"Northampton, Pennsylvania, US"
51131,Northampton,Virginia,US,2020-03-30T22:52:00,37.341,-75.878,1,0,0,0,"Northampton, Virginia, US"
42097,Northumberland,Pennsylvania,US,2020-03-30T22:52:00,40.848,-76.708,1,0,0,0,"Northumberland, Pennsylvania, US"
51133,Northumberland,Virginia,US,2020-03-30T22:52:00,37.892,-76.419,2,0,0,0,"Northumberland, Virginia, US"
02188,Northwest Arctic,Alaska,US,2020-03-30T22:52:00,67.049,-159.75,0,0,0,0,"Northwest Arctic, Alaska, US"
20137,Norton,Kansas,US,2020-03-30T22:52:00,39.784,-99.903,0,0,0,0,"Norton, Kansas, US"
51720,Norton,Virginia,US,2020-03-30T22:52:00,36.934,-82.628,0,0,0,0,"Norton, Virginia, US"
51135,Nottoway,Virginia,US,2020-03-30T22:52:00,37.144,-78.051,1,0,0,0,"Nottoway, Virginia, US"
40105,Nowata,Oklahoma,US,2020-03-30T22:52:00,36.798,-95.619,4,0,0,0,"Nowata, Oklahoma, US"
28103,Noxubee,Mississippi,US,2020-03-30T22:52:00,33.11,-88.569,2,0,0,0,"Noxubee, Mississippi, US"
31129,Nuckolls,Nebraska,US,2020-03-30T22:52:00,40.176,-98.047,0,0,0,0,"Nuckolls, Nebraska, US"
